image,preprocess_ms,inference_ms,postprocess_ms,total_ms,gpu_mem_mb
img_0001.jpg,7.941,588.024,0.168,596.133,12
img_0002.jpg,3.694,5.317,0.034,9.045,12
img_0003.jpg,2.816,4.881,0.029,7.726,12
img_0004.jpg,2.702,4.927,0.056,7.686,12
img_0005.jpg,2.780,5.145,0.036,7.960,12

avg,3.987,121.659,0.065,125.710,
